event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UGA6701,2021-01-14,2021,2,Political violence,Violence against civilians,Attack,Military Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform; Prisoners (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Mukono,Mukono,Central Division,Mukono,0.3533,32.7553,2,Washington Post,International,"Around 14 January 2021 (as reported), the brother of an NUP politician was abducted and tortured by security forces in a military facility near Mukono (Mukono Municipality, Mukono).",0,,1737435638
UGA6496,2021-01-14,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Mbale,Mbale,Northern Division,Mbale,1.0806,34.175,1,GardaWorld,Other,"On 14 January 2021, on the election day, clashes between security forces and opposition supporters (assumed NUP) reportedly took place in Mbale (Mbale Municipality, Mbale).",0,crowd size=no report,1739238852
UGA6497,2021-01-14,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Tororo,Tororo,Western Division,Tororo,0.6928,34.1811,1,GardaWorld,Other,"On 14 January 2021, on the election day, clashes between security forces and opposition supporters (assumed NUP) reportedly took place in Tororo (Tororo Municipality, Tororo).",0,crowd size=no report,1739840237
UGA6493,2021-01-13,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),Government of Uganda (1986-),Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kakumiro,Bugangaizi,Nalweyo,Nalweyo,1.1167,31.2667,2,Bukedde Online; Daily Monitor (Uganda),National,"On 13 January 2021, 2 unidentified armed men shot at Minister Kasirivu's car in a suspected assassination attempt in Kakora village, coded to Nalweyo (Bugangaizi, Kakumiro). No one was reported injured. Kasirivu was running as an independent after losing the NRM primaries.",0,,1712095453
UGA6521,2021-01-13,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),NUP: National Unity Platform,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Mukono,Mukono,Kyampisi,Kiyunga,0.4677,32.7511,2,Independent (Uganda); URN (Uganda); Vanguard Africa,Other-National,"On 13 January 2021, unidentified men abducted a NUP supporter. He was found dead days after in the Kiyunga forest, coded to Kiyunga (Mukono, Mukono). The death was connected to kidnappings and attacks on opposition supporters during the election.",1,,1715049811
UGA6494,2021-01-13,2021,2,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),Journalists (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Nebbi,Nebbi,Abindu Division,Nebbi,2.4758,31.1025,1,Twitter,New media,"Around 13 January 2021 (as reported), a journalist was arrested and beaten by the army in Nebbi (Nebbi Municipality, Nebbi). He was covering a raid by the army at the home of FDC flagbearer for Nebbi Municipality seat.",0,,1715641940
UGA6489,2021-01-12,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),FDC: Forum for Democratic Change,Rioters,Rioters (Uganda),FDC: Forum for Democratic Change,Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Bugweri,Bugweri,Bugweri Town Council,Idudi,0.6191,33.6229,1,URN (Uganda); Independent (Uganda),National,"On 12 January 2021, supporters of rival FDC candidates (Abdul Kantutu and Julius Galinsonga), fought with each other, killing a merchant bystander in Idudi (Bugweri, Iganga) at the trading center along the Iganga-Bugiri.",1,crowd size=no report,1667868637
UGA6492,2021-01-12,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),FDC: Forum for Democratic Change,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Obongi,Obongi,Obongi Town Council,Obongi,3.2418,31.5521,2,Daily Monitor (Uganda),National,"On 12 January 2021, security forces fired tear gas and live ammunition at FDC supporters at a rally in the Obongi area (Gimara, Moyo), leaving one person dead and three injured.",1,,1667868637
UGA6490,2021-01-12,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-),State forces,Civilians (Uganda),NUP: National Unity Platform; Prisoners (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kampala,0.3156,32.5656,1,Al Jazeera; Washington Post,Regional-International,"On 12 January 2021, security forces abducted NUP supporters and tortured them in a basement in Kampala (Kampala Capital City, Kampala) for unknown reasons. Bobi Wine's adopted brother-in-law was included in the group abducted and tortured.",0,,1719274346
UGA6491,2021-01-12,2021,2,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Wakiso,Nansana,Nansana Division,Nansana,0.3639,32.5286,2,Daily Monitor (Uganda),National,"Around 12 January 2021 (as reported), officers fired bullets at a group of youths cleaning Bobi Wine's (Robert Kyagulanyi Ssentamu) posters and singing his songs in Jjagala trading center, Gombe Division, coded to Nansana (Kyadondo, Wakiso) and arrested 3 of them.",0,,1740447662
UGA6487,2021-01-11,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),NRM: National Resistance Movement,Rioters,,,,Rioters only,,800,Eastern Africa,Uganda,Manafwa,Bubulo,Buwangani Town Council,Bududa,1.0035,34.3345,1,Independent (Uganda); URN (Uganda),National,"Looting: On 11 January 2021, NRM youths in Bududa (Manjiya, Bududa) stormed the NRM office and looted money for mobilization. The youth groups alleged they had received to little money for coordinating the votes for NRM party president and Flag bearers.",0,crowd size=no report,1667868637
UGA6488,2021-01-11,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kisenyi,0.3083,32.5727,1,Chimp Reports,National,"On 11 January 2021, security personnel who were on a routine patrol were attacked with stones by locals on the rooftops of the arcades in Kiseka market, Kisenyi (Kampala Capital City, Kampala).",0,crowd size=no report,1719274346
UGA6485,2021-01-10,2021,1,Strategic developments,Strategic developments,Arrests,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),FDC: Forum for Democratic Change,Civilians,State forces-Civilians,,800,Eastern Africa,Uganda,Mpigi,Mawokota,Mpigi Town Council,Mpigi,0.225,32.3136,2,Daily Monitor (Uganda),National,"Arrests: On 10 January 2021, FDC presidential candidate Amuriat was arrested in Mpigi district, coded to Mpigi (Mawokota, Mpigi). A police officer punched Amuriat during the arrest in the stomach.",0,,1667868637
UGA6486,2021-01-10,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Katakwi,Katakwi,Katakwi,Ocorimongin,1.9201,33.9871,1,URN (Uganda),National,"On 10 January 2021, during a rally by a NRM candidate, rival supporters fought one another in Ocorimongin town (Usuk, Katakwi). Security guards shot live bullets to disperse a mob of rival supporters. 2 people were arrested on suspicion of planning an attack on the candidate.",0,crowd size=no report,1667868637
UGA6716,2021-01-10,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform; Labor Group (Uganda); Women (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Bunyangabu,Rukiga,Kamwezi,Kigara A,-1.2042,30.2127,2,Daily Monitor (Uganda),National,"On 10 January 2021, suspected police forces abducted a resident of Kigara B Village, coded to Kigara A (Kamwezi, Rukiga) from her home. The woman reportedly had campaign posters of NUP candidate Bobi Wine (alias of Robert Kyagulanyi Ssentamu) inside their house and has been working as finance and administration officer at a local non-governmental organisation.",0,women targeted: political party supporters,1667868637
UGA6483,2021-01-10,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),NUP: National Unity Platform,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Arua,Arua,Arua Hill Division,Arua,3.02,30.9108,1,URN (Uganda),National,"On 10 January 2021, a NUP parliamentary candidate was reportedly kidnapped by unknown men from his residence in Arua (Arua Municipality, Arua).",0,,1667943765
UGA6484,2021-01-10,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),NUP: National Unity Platform,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Iganga,Iganga,Central Division,Iganga,0.615,33.485,1,Independent (Uganda); URN (Uganda),National,"On 10 January 2021, three men abducted a NUP candidate for the Kigulu North parliamentary race from his home in Iganga (Iganga Municipality, Iganga).",0,,1719274346
UGA6573,2021-01-10,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Military Forces of Uganda (1986-) Military Police,,State forces,Civilians (Uganda),Labor Group (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kisenyi,0.3083,32.5727,1,Independent (Uganda); URN (Uganda),National,"On 10 January 2021, military police reportedly abducted a mechanic together with his colleague near Kiseka market in Kisenyi (Kampala Capital City, Kampala). According to sources, they have not been found since the abduction.",0,,1719274346
UGA6482,2021-01-09,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Civilians (Uganda),FDC: Forum for Democratic Change,Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Obongi,Obongi,Obongi Town Council,Obongi,3.2418,31.5521,1,Daily Monitor (Uganda),National,"On 9 January 2021, FDC Obongi County MP was allegedly beaten by NRM party supporters in Obongi (Gimara).",0,crowd size=no report,1667868637
UGA6543,2021-01-09,2021,2,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Mpigi,Mawokota,Mpigi Town Council,Mpigi,0.225,32.3136,1,Daily Monitor (Uganda),National,"Around 9 January 2021, ten civilians were kidnapped by unidentified armed men in Mpigi (Mawokota, Mpigi) during the presidential elections period.",0,,1667868637
UGA6715,2021-01-09,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Military Forces of Uganda (1986-),,State forces,Civilians (Uganda),Labor Group (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Makindye Division,Katwe,0.3015,32.5785,1,Daily Monitor (Uganda),National,"On 9 January 2021, suspected military forces abducted a carpenter from his workplace in Katwe (Kampala Capital City, Kampala). He reportedly prevented people from covering the posters of other candidates with posters of President Museveni.",0,,1732580249
UGA6481,2021-01-09,2021,1,Strategic developments,Strategic developments,Other,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),DP: Democratic Party (Uganda),Civilians,State forces-Civilians,,800,Eastern Africa,Uganda,Kitgum,Kitgum,Pandwong Division,Kitgum,3.2783,32.8867,1,URN (Uganda),National,"Non-violent activity: On 9 January 2021, the police fired teargas to disrupt a campaign meeting for a DP presidential candidate in Kitgum (Kitgum Municipality, Kitgum).",0,,1738629608
UGA6427,2021-01-08,2021,2,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Mpigi,Mawokota,Buwama,Buwama,0.0646,32.1083,1,URN (Uganda); Independent (Uganda),National,"Around 8 January 2021 (as reported), 5 people including a contestant for Buwama town council chair were kidnapped by unknown people in Buwama (Mawokota, Mpigi).",0,,1667868637
UGA6542,2021-01-08,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kyotera,Kyotera,Kyotera Town Council,Kyotera,-0.631,31.5445,2,Independent (Uganda),National,"On 8 January 2021, police forces abducted 19 opposition sympathizers, largely youths, in Kasaali and Kyotera town, coded to Kyotera (Kyotera, Kyotara). They were accused of organizing political insurrections during the elections. During the abduction they were beaten. They were released on 23 March 2021.",0,,1667868637
UGA6480,2021-01-08,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),Labor Group (Uganda),Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Gulu,Gulu,Pece Division,Gulu,2.7667,32.3056,1,Acholi Times,New media,"On 8 January 2021, a Senior Supervisor at the Electoral Commission was reportedly abducted by an unidentified armed group in Gulu (Gulu Municipality, Gulu). The man was found dead in the forest.",1,,1667943765
UGA6428,2021-01-08,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),NRM: National Resistance Movement,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kampala,0.3156,32.5656,1,Bukedde Online,Subnational,"On 8 January 2021, NRM members of the LC3 councillors marched in Kampala (Kampala, Kampala) in protest against the 400-strong anti-government movement.",0,crowd size=no report,1719274346
UGA6425,2021-01-07,2021,1,Strategic developments,Strategic developments,Arrests,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),FDC: Forum for Democratic Change,Civilians,State forces-Civilians,,800,Eastern Africa,Uganda,Kibaale,Buyanja,Kibaale Town Council,Kibaale,0.7685,31.0778,2,Chimp Reports,National,"Arrests: On 7 January 2021, police arrested FDC presidential candidate Amuriat together with his driver at Kasalaba trading center coded to Kibaale (Buyanja, Kibaale), on charges related to 'dangerous driving'.",0,,1714445675
UGA6426,2021-01-07,2021,1,Political violence,Battles,Armed clash,Military Forces of Uganda (1986-) Local Defense Unit,,State forces,Karamojong Ethnic Militia (Uganda),Pastoralists (Uganda),Identity militia,State forces-Identity militia,,800,Eastern Africa,Uganda,Kapelebyong,Kapelebyong,Okungur,Okwangai,2.35,33.6833,2,URN (Uganda),National,"On 7 January 2021, at least 6 suspected Karamojong warriors dressed in the Local Defense Unit uniforms have been shot dead by the LDU government forces after the cattle rustlers fell into an ambush in Okungur Sub County, coded to Okwangai (Kapelebyong, Amuria).",6,,1739238852
UGA6418,2021-01-06,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),FDC: Forum for Democratic Change,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kitagwenda,Kitagwenda,Mahyoro,Kabale 2,-0.0034,30.3041,2,Chimp Reports,National,"On 6 January 2021, police shot live bullets at FDC presidential candidate Amuriat's security vehicle at Bukurungo trading center near Kabale 2 (Mahyoro, Kamwenge), as Amuriat's convoy drove to a rally in Mahyoro, in Kitagwenda.",0,,1667868637
UGA6423,2021-01-06,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),Labor Group (Uganda),Rioters,Civilians (Uganda),Labor Group (Uganda),Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Rakai,Kooki,Rakai Town Council,Rakai,-0.707,31.4041,1,New Vision (Uganda),National,"On 6 January 2021, polling officials attempted to attack the acting Rakai Electoral Commission registrar over unpaid training in Rakai (Kooki, Rakai).",0,crowd size=no report,1667868637
UGA6675,2021-01-06,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),Labor Group (Uganda); NUP: National Unity Platform,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Mpigi,Mawokota,Nkozi,Kayabwe,0.0027,32.0424,1,Weekly Observer,National,"On 6 January 2021, unidentified armed men in plain clothes abducted a businessman and a NUP mayoral candidate for Buwama town council in Kayabwe (Mawokota, Mpigi).",0,,1667868637
UGA6420,2021-01-06,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),NRM: National Resistance Movement,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kampala,Kampala,Kawempe Division,Kawempe,0.3781,32.5577,1,Bukedde Online,Subnational,"On 6 January 2021, a group of NRM youths protested in Kawempe (Kampala Capital City, Kampala) against the violence by other NRM supporters in the region.",0,crowd size=no report,1710202865
UGA6424,2021-01-06,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),NRM: National Resistance Movement,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kampala,Kampala,Kawempe Division,Wandegeya,0.3311,32.5741,1,Bukedde Online,Subnational,"On 6 January 2021, a group of NRM youths protested in Wandegeya (Kampala Capital City, Kampala) against the violence by other NRM supporters in the region.",0,crowd size=no report,1710202865
UGA6417,2021-01-06,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),NRM: National Resistance Movement,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kampala,Kampala,Kawempe Division,Bwaise,0.3508,32.5669,1,Bukedde Online,Subnational,"On 6 January 2021, a group of NRM youths protested in Bwaise (Kampala Capital City, Kampala) against the violence by other NRM supporters in the region.",0,crowd size=no report,1715641940
UGA6419,2021-01-06,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),NRM: National Resistance Movement,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Katanga,0.3243,32.5702,1,Bukedde Online,Subnational,"On 6 January 2021, a group of NRM youths protested in Katanga (Kampala Capital City, Kampala) against the violence by other NRM supporters in the region.",0,crowd size=no report,1719274346
UGA6421,2021-01-06,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),Rioters,Civilians (Uganda),NRM: National Resistance Movement,Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kisenyi,0.3083,32.5727,1,Daily Monitor (Uganda),National,"On 6 January 2021, an NRM supporter and suspected phone thief was attacked by a mob before an armed private security guard intervened in Kisenyi (Kampala Capital City, Kampala). According to police, a group of criminals, while robbing phones and money from the public, was interfered and beaten by members of the public.",0,crowd size=no report,1719274346
UGA6422,2021-01-06,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),NRM: National Resistance Movement,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kampala,Kampala,Kawempe Division,Makerere University,0.3333,32.5667,1,Bukedde Online,Subnational,"On 6 January 2021, a group of NRM youths protested in Makerere University (Kampala Capital City, Kampala) against the violence by other NRM supporters in the region.",0,crowd size=no report,1719274346
UGA6713,2021-01-06,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),Journalists (Uganda); Prisoners (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Manafwa,Bubulo,Manafwa Town Council,Manafwa,0.9504,34.2745,1,Berliner Zeitung,International,"On 6 January 2021, a journalist was detained by security forces and tortured for two weeks in Manafwa prison (Bugisa, Manafwa). He was filming NUP candidate Bobi Wine's campaign tour in northern Uganda and had recorded the police interacting with NUP supporters.",0,,1733203944
UGA6595,2021-01-06,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),Labor Group (Uganda),Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Nakasongola,Buruli,Nakitoma,Njeru,1.6041,32.1892,1,Independent (Uganda),National,"On 6 January 2021, a resident of Njeru trading center from Nakitoma sub county was abducted by armed men driving in a numberless minibus, suspected to be security forces.",0,,1736846020
UGA6714,2021-01-06,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),Women (Uganda),Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Wakiso,Makindye Ssabagabo,Masajja Division,Munyonyo,0.2525,32.6008,1,Chimp Reports; NTV (Uganda),National,"On 6 January 2021, a woman was abducted in Munyonyo (Makindye SSabagabo, Wakiso). Her whereabouts remained unknown for many months but the abductors appear to be state forces. On 6 September 2021, the woman was found dead. One fatality was reported.",1,,1736846020
UGA6416,2021-01-05,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Mayuge,Bunya,Jaguzi,Jagusi,0.1318,33.576,2,Weekly Observer,National,"On 5 January 2021, security officers attempting to enforce coronavirus measures and to disperse partygoers at night in Kaziru village, Jagusi (Bunya, Mayuge), and were attacked by the rioters with stones. In response, the officers retaliated by firing live ammunition in the air, leaving one officer injured after he was being hit by a stray bullet.",0,crowd size=no report,1667868637
UGA6594,2021-01-05,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Nakasongola,Buruli,Nakitoma,Kirooro,1.6215,32.1371,1,Independent (Uganda),National,"On 5 January 2021, a resident of Kirooro village (Buluri, Nakasongola) was abducted by unidentified gunmen suspected to be security forces.",0,,1736846020
UGA6413,2021-01-04,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Rioters (Uganda),,Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Bushenyi,Igara,Bitooma,Bubare,-0.4257,30.1684,2,Chimp Reports,National,"On 4 January 2021, supporters of an independent candidate for the Rubanda East parliamentary race clashed with those of an NRM candidate at St Mark Kashaki Catholic sub parish in Bubare sub county (Bubare, Kabale), leaving at least 8 people injured.",0,crowd size=no report,1667868637
UGA6415,2021-01-04,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),Fishers (Uganda),Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Serere,Kasilo,Labori,Mugarama,1.3921,33.2226,1,URN (Uganda),National,"On 4 January 2021, angry residents raided police offices and burnt all the police files and tables over the killing of a fisher by an officer in Mugarama (Kasilo, Serere).",0,crowd size=no report,1667868637
UGA6414,2021-01-04,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),FDC: Forum for Democratic Change,Rioters,Rioters (Uganda),,Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Kasese,Kasese,Nyamwamba Division,Kasese,0.1833,30.0833,1,URN (Uganda),National,"On 4 January 2021, supporters of the two rival groups, one being FDC supporters, clashed in Kasese (Kasese Municipality, Kasese), accusing each other of trying to disorganize their campaigns.",0,crowd size=no report,1667943765
UGA6411,2021-01-03,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),FDC: Forum for Democratic Change,Rioters,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Buhweju,Buhweju,Nyakishana,Kayanja,-0.3668,30.3836,1,Independent (Uganda); URN (Uganda),National,"On 3 January 2021, FDC supporters clashed with NRM supporters in Kayanja (Rwengwe, Buhweju) over a venue for hosting their presidential candidate.",0,crowd size=no report,1667868637
UGA6412,2021-01-03,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Rioters (Uganda),TIC: The Independent Coalition,Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Sheema,Sheema,Kabwohe Division,Kyagazhu,-0.5668,30.3832,1,Chimp Reports,National,"On 3 January 2021, NRM supporters of MP contestant Dicksons Kateshumbwa and supporters of an independent candidate Dr Elioda Tumwesigye clashed in Kyagazhu (Sheema Municipality, Sheema), leaving 11 people injured.",0,crowd size=no report,1667943765
UGA6477,2021-01-02,2021,2,Strategic developments,Strategic developments,Other,Civilians (Uganda),Refugees/IDPs (Uganda),Civilians,,,,Civilians only,,800,Eastern Africa,Uganda,Adjumani,East Moyo,Itirikwa,Apaa,3.0009,31.7816,2,Daily Monitor (Uganda),National,"Displacement: Around 2 January 2021 (as reported), more than 7,000 households who were evicted from the disputed Apaa land (Pabbu, Amuru) located on the border between Adjumani and Amuru districts, have returned to their home.",0,,1667868637
UGA6478,2021-01-02,2021,1,Strategic developments,Strategic developments,Arrests,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),FDC: Forum for Democratic Change,Civilians,State forces-Civilians,,800,Eastern Africa,Uganda,Nakaseke,Nakaseke,Butalangu Town Council,Nakaseke,0.842,32.2507,2,Daily Monitor (Uganda),National,"Arrests: On 2 January 2021, police reportedly arrested FDC leader Amuriat on his way to Nakaseke (Nakaseke, Nakaseke district).",0,,1667868637
UGA6712,2021-01-01,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),NUP: National Unity Platform,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kalangala,Bujumba,Mugoye,Kalangala,-0.3089,32.225,1,Daily Monitor (Uganda),National,"On 1 January 2021, unidentified men abducted a NUP supporter and chairman-elect for Buwama Town Council from Kalangala (Bujjumba, Kalangala) as former presidential candidate Bobi Wine (alias of Robert Kyagulanyi Ssentamu) campaigned in the islands of Ssese.",0,,1667868637
UGA6409,2021-01-01,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,,,,Rioters only,,800,Eastern Africa,Uganda,Butaleja,Bunyole,Butaleja Town Council,Butaleja,0.9155,33.9541,3,Independent (Uganda),National,"On 1 January 2021, an act of mob violence was reported in Butaleja district (Bunyole, Butaleja). No further details were reported.",0,crowd size=no report,1714445675
UGA6476,2021-01-01,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),FDC: Forum for Democratic Change; Journalists (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Nebbi,Nebbi,Abindu Division,Nebbi,2.4758,31.1025,1,Daily Monitor (Uganda),National,"On 1 January 2021, journalists covering the campaign of the FDC presidential candidate in Nebbi, (Nebbi, Nebbi district), were beaten by police forces and forced to delete their media material.",0,,1715641940
UGA6410,2021-01-01,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,,,,Rioters only,,800,Eastern Africa,Uganda,Kampala,Kampala,Makindye Division,Makindye,0.2833,32.5833,2,Independent (Uganda),National,"On 1 January 2021, an act of mob violence was reported at Mubarak Zone in Makindye Division (Kamapala Capital City, Kampala). No further details were reported.",0,crowd size=no report,1736846020
UGA6550,2021-01-01,2021,1,Strategic developments,Strategic developments,Looting/property destruction,Moroto Communal Militia (Uganda),Pastoralists (Uganda),Identity militia,Civilians (Uganda),Pastoralists (Uganda),Civilians,Identity militia-Civilians,,800,Eastern Africa,Uganda,Moroto,Moroto,Northern Division,Moroto,2.5329,34.6575,2,New Vision (Uganda),National,"Looting: On 1 January 2021, a group of armed cattle rustlers raided Pupu Village, coded to Moroto (Moroto Municipality, Moroto District) and stole 100 cattle and goats.",0,,1736846020
UGA6473,2020-12-31,2020,1,Strategic developments,Strategic developments,Other,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform,Civilians,State forces-Civilians,,800,Eastern Africa,Uganda,Bukomansimbi,Bukomansimbi,Bukomansimbi Town Council,Bukomansimbi,-0.1578,31.6042,3,Daily Monitor (Uganda),National,"Non-violent activity: On 31 December 2020, police in Bukomansimbi district fired teargas to stop an election rally of NUP presidential candidate Bobi Wine (the alias of Ssentamu Robert Kyagulanyi).",0,,1688565946
